"Story","Title","Result","Date","Stability","Duration (s)"
"Validation on Sign Up Positive test cases","Verify the scenario when navigate to the otp Login page","PENDING","2021-08-30T11:55:58.1551655+05:30[Asia/Calcutta]","0.0","0.23"
